gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
male,MO,18,10000,5,4,5,2,6,7,3,6,7,3,4,4,5,4,6,1,4,4,7,3,5,1,3,5,1,6,2,4,6,3,4,5,4,5,6,2,4,3,5,4,Seraph Guardians,23,2,5,1,3,6,4
male,MD,25,95000,4,4,2,3,5,6,6,5,6,4,4,5,5,5,3,4,6,6,3,4,5,2,4,5,3,4,3,3,3,4,6,7,5,3,2,4,2,4,5,1,Seraph Guardians,79,1,3,4,2,6,5
male,TX,59,117000,3,6,4,4,7,7,3,6,1,4,5,5,7,6,3,5,4,2,1,6,3,2,4,1,4,3,5,5,2,4,6,4,4,3,3,3,4,4,3,4,Warrior Guild,76,6,1,3,5,4,2
female,FL,25,49000,2,3,3,1,7,7,1,7,3,4,4,1,3,1,2,5,4,5,4,5,2,3,1,1,2,1,3,4,2,3,5,4,5,2,2,1,3,3,1,2,Warrior Guild,37,6,1,4,3,5,2
male,TX,31,91000,4,2,1,5,4,3,6,3,4,3,5,7,6,7,4,2,7,4,4,7,3,6,6,5,6,5,6,7,2,7,2,1,1,2,2,7,1,5,1,1,Evercrest,71,4,1,5,2,3,6
female,CA,36,125000,5,4,5,5,5,5,5,5,2,3,6,4,3,5,5,4,6,2,2,6,1,5,5,1,5,3,5,5,3,5,5,2,2,6,5,5,2,4,4,7,Warrior Guild,90,5,1,3,6,4,2
female,CA,23,30000,7,5,5,7,2,5,6,5,3,5,3,2,3,3,4,3,6,4,7,6,5,5,1,1,5,5,6,1,6,5,3,2,3,3,3,6,4,1,6,1,Warrior Guild,48,1,2,4,3,5,6
female,NC,18,7000,6,2,3,3,3,4,3,4,3,1,1,5,3,3,2,1,5,4,5,7,6,4,3,6,6,7,5,5,7,5,3,4,3,4,2,4,4,3,4,3,Warrior Guild,22,1,4,3,2,5,6
female,WA,18,12000,3,3,6,4,4,6,2,3,6,4,4,5,3,4,2,5,5,7,7,5,7,2,2,7,3,7,3,3,7,5,6,6,5,4,4,3,7,3,5,3,Seraph Guardians,32,2,5,3,1,6,4
female,NJ,20,9000,7,4,7,5,5,3,6,6,4,3,4,5,6,7,4,4,5,1,4,3,4,2,6,4,3,4,2,6,7,5,2,2,3,4,5,5,7,4,7,5,Seraph Guardians,30,1,3,2,5,6,4
female,OH,36,47000,6,7,1,7,5,3,5,3,1,7,2,2,1,3,3,7,5,2,2,4,3,4,2,3,7,3,4,1,4,4,3,3,4,2,2,5,1,1,1,3,Seraph Guardians,47,3,1,6,4,2,5
female,MD,19,14000,2,3,3,2,5,6,2,6,5,2,6,5,7,5,6,3,5,7,3,6,6,4,7,7,4,3,5,5,4,6,6,5,6,5,4,3,3,5,3,5,Seraph Guardians,28,2,3,5,1,6,4
female,MI,22,33000,5,1,2,5,3,5,6,4,4,1,1,4,4,3,6,1,3,3,5,5,3,4,3,5,5,7,5,3,7,4,3,1,3,5,5,6,3,1,4,5,Seraph Guardians,32,2,4,1,3,6,5
female,MI,19,13000,6,1,1,6,4,5,6,4,5,1,3,6,3,7,3,1,5,5,6,4,5,5,6,6,7,7,7,5,4,4,5,4,4,3,3,5,1,5,1,4,Evercrest,23,3,2,4,1,5,6
female,TX,39,64000,7,7,3,3,3,3,5,4,2,7,4,1,1,4,3,7,1,4,5,1,3,2,4,5,3,4,1,3,5,1,4,4,3,3,1,6,3,4,3,1,Warrior Guild,51,4,1,6,5,2,3
female,TX,26,84000,4,3,2,4,7,6,4,7,4,3,4,2,5,3,6,1,5,6,4,6,4,7,3,5,7,2,7,3,4,3,7,4,6,6,6,5,1,2,2,7,Seraph Guardians,64,6,1,3,2,5,4
male,WI,56,72000,4,7,3,4,7,6,3,5,2,7,5,6,5,4,4,7,2,6,1,2,1,5,4,1,2,1,4,5,3,2,1,1,3,3,4,2,3,6,1,4,Evercrest,59,5,1,4,6,3,2
male,IA,54,117000,3,7,2,3,7,6,2,7,1,7,5,7,6,3,6,7,3,3,1,2,2,4,7,1,2,1,3,7,1,4,2,2,3,6,6,2,2,4,3,6,Warrior Guild,84,5,1,3,6,4,2
male,MS,25,35000,7,7,1,7,3,2,6,2,1,5,4,2,4,1,5,4,1,3,4,1,3,6,3,3,3,2,4,2,3,3,1,4,3,3,5,4,1,4,1,4,Seraph Guardians,48,5,1,4,6,2,3
male,VA,26,65000,5,4,3,4,4,3,5,2,5,2,3,2,2,3,5,3,5,3,2,3,6,4,1,4,5,3,4,3,5,3,3,5,2,5,5,4,3,4,3,3,Seraph Guardians,49,1,2,4,3,5,6
male,WA,28,71000,7,1,1,4,2,3,5,3,4,1,4,2,3,1,5,2,7,2,5,7,5,3,1,3,3,6,6,1,2,6,4,6,3,3,5,5,4,4,4,3,Evercrest,,2,4,5,1,3,6
male,LA,29,33000,3,6,2,1,4,5,2,3,5,7,3,4,3,3,2,6,4,2,4,3,3,1,2,4,2,1,2,4,3,3,3,4,4,1,2,3,5,3,4,2,Warrior Guild,31,4,1,6,5,3,2
male,MA,18,22000,1,6,4,1,3,4,2,3,3,4,2,5,3,3,4,6,7,4,7,6,7,3,5,7,4,7,3,5,7,6,4,7,7,5,3,4,2,4,3,4,Seraph Guardians,24,2,5,4,1,6,3
male,OH,19,13000,6,1,1,6,5,4,6,5,5,1,2,5,3,3,1,1,4,7,3,4,6,4,3,4,5,2,6,3,4,4,3,6,7,1,1,5,1,4,3,2,Evercrest,26,2,3,4,1,5,6
male,NC,18,15000,5,3,3,4,4,4,2,4,4,3,2,2,1,2,2,2,7,3,6,6,7,5,1,7,6,7,5,2,7,6,5,2,1,5,4,5,5,3,3,4,Warrior Guild,31,1,4,3,2,5,6
nonbinary,MN,20,21000,7,2,6,7,5,4,6,3,3,3,3,2,4,1,3,1,2,1,5,7,5,3,2,5,4,6,7,2,6,4,1,1,1,3,4,5,4,3,5,3,Warrior Guild,38,1,2,3,5,4,6
female,NC,25,62000,3,7,5,2,4,4,2,3,3,7,3,3,2,1,3,7,4,7,2,3,4,2,4,6,1,1,1,5,3,3,5,6,6,1,5,4,5,5,5,1,Warrior Guild,44,3,1,6,5,4,2
male,CA,30,73000,5,3,3,5,3,4,5,4,3,3,5,3,3,6,3,2,6,4,3,6,3,4,4,4,6,4,5,5,3,5,2,3,3,2,1,6,2,3,1,3,Seraph Guardians,65,3,1,5,2,4,6
female,ID,33,59000,4,6,3,2,3,3,1,4,1,7,2,4,4,5,1,5,6,4,3,3,1,2,4,2,1,6,1,4,4,5,5,5,5,1,1,4,3,2,3,1,Evercrest,34,1,2,6,4,3,5
nonbinary,PA,40,56000,3,7,4,3,2,3,3,4,4,7,6,7,6,6,7,7,2,3,1,4,1,4,6,3,3,1,2,7,1,2,2,2,3,6,3,3,3,5,3,2,Seraph Guardians,63,6,1,4,5,3,2
female,MI,31,52000,7,4,1,7,4,1,7,1,4,3,6,2,1,2,3,5,5,2,2,4,5,5,4,2,5,4,6,2,5,3,3,2,3,4,6,6,1,4,1,6,Warrior Guild,32,3,2,6,4,1,5
male,PA,26,82000,2,2,1,1,6,7,2,7,1,1,2,4,2,3,1,3,4,6,4,3,2,2,4,1,2,3,2,2,1,5,7,7,7,1,1,2,1,2,1,1,Seraph Guardians,,3,2,4,1,5,6
male,SC,26,72000,7,5,3,7,1,3,6,2,4,6,2,1,1,3,4,5,3,2,5,1,5,6,2,1,4,3,3,4,5,2,3,2,4,4,2,6,1,4,2,4,Evercrest,45,3,1,6,4,2,5
female,IN,21,14000,3,3,2,2,7,6,2,7,4,1,2,5,7,6,2,1,7,3,7,5,5,3,5,6,2,7,3,4,3,5,4,3,3,3,3,6,1,4,3,3,Warrior Guild,30,3,4,1,2,6,5
male,LA,26,27000,3,7,2,1,2,4,1,2,3,7,3,3,3,6,2,7,3,1,5,5,3,1,5,3,3,3,1,4,6,4,3,2,1,3,1,4,3,2,4,2,Evercrest,28,4,1,6,5,3,2
male,MI,25,59000,4,1,4,3,7,6,4,5,4,2,4,5,7,7,4,3,7,6,5,7,5,4,6,4,4,5,4,5,7,5,4,4,6,6,7,3,5,2,3,6,Warrior Guild,62,3,4,2,1,6,5
female,SD,23,51000,3,5,3,4,6,6,2,6,4,5,7,5,4,4,3,5,2,3,4,2,1,5,4,2,4,2,4,3,4,3,6,4,2,1,3,3,4,5,5,3,Seraph Guardians,68,6,1,4,5,3,2
female,TX,22,21000,4,4,2,3,2,2,3,1,3,7,6,2,4,3,1,7,4,1,7,4,4,2,3,4,3,4,2,3,6,4,3,2,4,1,1,4,3,7,4,2,Warrior Guild,31,3,1,6,5,2,4
male,MD,48,145000,4,4,2,4,4,4,4,4,1,4,1,4,3,3,4,5,3,3,5,3,1,2,3,2,3,7,2,3,7,5,5,3,3,6,6,5,2,1,2,7,Evercrest,73,3,2,1,4,6,5
male,DE,44,114000,1,7,3,2,5,5,3,5,2,7,3,2,2,1,2,7,2,1,3,2,3,1,1,2,1,4,1,3,5,2,3,2,4,1,1,1,1,2,3,2,Warrior Guild,,6,1,4,5,3,2
male,OR,24,46000,6,1,2,2,6,7,7,7,5,3,2,1,3,2,1,2,6,6,5,6,2,5,1,5,5,2,4,1,2,5,7,6,7,1,2,2,2,3,3,3,Warrior Guild,45,3,2,4,1,6,5
male,MA,31,113000,5,7,5,4,4,4,4,2,3,7,3,5,5,5,1,7,3,3,4,1,3,1,4,1,1,2,2,4,3,4,5,4,5,2,2,2,1,2,3,1,Seraph Guardians,89,3,1,5,6,4,2
female,CA,19,20000,2,3,5,2,4,3,2,2,7,4,6,5,6,6,3,4,2,4,2,2,4,4,6,5,6,5,3,5,3,3,4,4,4,4,2,2,5,7,6,5,Evercrest,32,5,1,3,4,6,2
male,OK,19,8000,3,1,5,4,7,7,4,7,4,3,4,7,5,4,6,2,4,6,5,4,4,6,4,2,5,7,5,2,4,4,7,6,5,7,7,5,4,3,3,5,Seraph Guardians,27,5,3,1,2,6,4
female,TN,19,17000,5,3,1,3,7,6,3,5,2,3,1,6,6,4,6,4,4,2,7,2,4,1,6,4,1,7,2,4,7,2,2,2,3,5,5,3,3,2,4,5,Warrior Guild,29,2,4,1,5,6,3
female,TN,19,11000,3,6,5,3,3,4,2,4,5,6,4,2,3,2,1,6,3,4,6,2,4,3,4,5,4,6,3,3,4,3,5,5,6,1,1,2,5,2,4,1,Seraph Guardians,30,2,3,4,1,5,6
male,UT,23,47000,2,5,1,3,6,6,2,6,4,4,2,3,2,1,1,4,5,6,3,5,3,2,2,5,3,4,3,3,3,5,6,6,5,1,2,3,1,2,1,1,Seraph Guardians,31,3,2,6,1,4,5
male,CA,23,58000,5,3,2,4,3,2,4,2,5,2,1,6,4,5,3,3,3,3,5,3,4,3,5,4,3,5,3,7,4,3,2,1,1,2,2,3,3,2,3,5,Warrior Guild,48,1,3,2,4,6,5
female,MD,20,33000,2,7,3,3,4,3,3,5,3,7,4,3,2,1,1,7,1,2,5,1,3,2,2,4,3,6,1,1,4,1,2,2,1,1,1,2,3,4,3,3,Seraph Guardians,37,4,1,3,6,5,2
female,OK,28,42000,7,7,2,6,3,3,6,2,5,5,2,3,4,2,6,7,1,2,3,2,6,7,3,5,7,3,6,3,4,3,1,3,1,4,4,5,1,3,2,5,Seraph Guardians,39,4,1,6,5,2,3
female,IL,33,59000,1,3,4,2,4,4,2,6,1,2,4,6,4,5,3,2,2,6,4,3,2,4,5,3,1,7,4,5,7,3,6,5,6,5,5,5,2,3,3,6,Warrior Guild,50,3,4,1,2,6,5
male,CA,28,79000,4,3,5,1,3,4,4,4,3,5,3,5,4,4,2,5,3,5,5,2,2,4,6,1,4,4,3,5,2,4,5,3,3,2,2,2,2,2,2,3,Warrior Guild,44,3,1,6,2,5,4
female,AZ,20,19000,3,3,1,3,5,5,4,5,4,1,5,5,5,5,4,2,5,4,6,4,5,4,6,7,6,4,7,5,4,4,3,2,3,3,5,4,1,4,1,4,Seraph Guardians,26,3,2,4,1,6,5
female,IL,18,13000,5,3,2,6,4,5,7,5,5,5,4,4,6,6,5,4,4,1,4,3,3,7,5,4,6,2,4,5,3,4,4,1,3,5,2,5,6,3,4,6,Seraph Guardians,38,2,1,3,4,5,6
male,AZ,19,14000,2,2,4,4,5,5,1,6,5,5,7,6,4,5,3,2,5,2,3,6,4,2,6,5,1,2,1,6,1,5,3,1,2,3,2,2,5,7,4,3,Warrior Guild,28,3,2,5,6,4,1
male,KS,27,83000,5,2,2,5,7,7,5,7,2,2,1,2,3,2,3,2,3,5,7,2,5,3,4,4,3,7,4,2,7,3,3,5,1,5,4,4,3,1,4,3,Seraph Guardians,66,2,4,1,3,6,5
male,CO,22,40000,5,2,2,5,5,4,5,4,6,3,2,6,3,4,1,2,5,6,4,7,6,4,3,6,3,3,6,5,5,6,5,5,5,5,3,4,1,4,1,4,Warrior Guild,38,2,3,5,1,4,6
male,NC,24,61000,3,7,5,4,7,6,4,7,3,7,6,7,7,7,5,7,4,2,2,5,2,3,7,2,5,1,3,7,1,4,2,3,1,5,4,3,5,7,4,2,Seraph Guardians,78,5,1,3,6,4,2
male,FL,27,43000,5,1,3,4,5,7,5,6,2,1,3,4,7,6,6,2,4,4,7,5,3,4,5,3,4,7,4,4,7,3,5,4,5,6,6,6,3,2,3,6,Evercrest,44,2,4,1,3,6,5
male,OK,29,51000,7,4,1,3,6,7,3,7,4,7,3,3,3,3,3,5,2,6,4,4,4,3,2,3,1,3,1,3,3,3,6,4,7,3,1,5,2,3,1,3,Warrior Guild,51,4,1,5,2,6,3
female,TX,36,104000,6,3,1,5,3,4,6,2,3,4,3,4,4,2,5,2,4,3,2,7,3,3,5,2,3,1,5,5,2,6,4,5,5,3,2,3,1,3,2,3,Seraph Guardians,72,2,1,6,4,3,5
nonbinary,AZ,20,41000,4,7,4,6,2,2,6,4,3,7,1,1,3,2,2,7,4,2,2,2,2,5,2,6,4,1,6,1,3,3,3,4,2,2,3,5,3,2,3,1,Seraph Guardians,37,4,1,6,5,2,3
male,MI,32,119000,4,4,1,2,6,5,3,5,6,4,1,2,5,3,1,2,6,4,4,3,4,2,3,3,4,3,6,1,3,5,7,5,5,1,1,5,1,3,1,1,Evercrest,,3,2,5,1,4,6
male,CA,32,130000,7,5,1,5,2,1,5,1,3,3,6,2,3,1,2,6,3,2,2,4,2,3,3,2,2,3,4,2,4,2,3,2,2,1,2,5,2,4,2,3,Warrior Guild,85,3,1,6,4,2,5
female,MS,24,29000,3,4,4,3,6,7,3,7,2,5,7,7,6,7,5,5,3,3,5,4,3,5,4,2,4,4,4,7,3,5,3,1,4,4,6,4,6,7,5,5,Seraph Guardians,48,6,1,3,5,4,2
male,CT,27,58000,3,7,6,4,3,2,3,4,6,7,4,2,3,1,1,5,7,2,1,7,6,1,1,4,1,1,1,4,1,5,2,2,2,1,1,2,3,4,5,1,Warrior Guild,39,4,3,6,5,1,2
female,TX,27,58000,3,4,4,2,5,3,1,4,4,4,6,4,4,5,4,5,3,4,1,3,4,4,4,5,4,3,3,3,3,5,2,4,2,6,6,4,4,6,4,3,Evercrest,46,6,2,4,5,3,1
female,NJ,23,69000,4,6,4,4,4,3,1,5,3,5,3,2,1,1,7,2,6,4,3,5,1,1,2,5,1,3,2,2,4,6,5,5,4,4,6,2,4,3,3,4,Evercrest,51,2,3,5,4,6,1
male,TX,18,13000,4,4,6,4,6,6,4,7,5,4,3,6,4,5,5,5,6,2,5,6,5,3,5,4,5,4,3,4,5,6,4,2,4,6,7,4,6,2,5,6,Seraph Guardians,23,3,4,1,5,6,2
male,CA,26,100000,1,6,2,3,4,4,2,2,5,4,6,2,4,1,1,3,4,3,3,5,4,4,2,4,2,4,2,1,6,4,2,5,4,1,1,4,2,5,3,2,Seraph Guardians,81,3,1,6,2,4,5
male,MO,24,48000,3,4,4,3,4,4,2,6,3,5,2,5,4,6,1,4,5,6,2,2,3,1,6,3,2,3,1,4,4,4,4,7,6,3,2,1,5,2,6,3,Seraph Guardians,37,1,5,4,2,6,3
male,DE,20,25000,2,5,2,2,6,5,1,7,6,3,1,3,4,5,1,5,4,7,5,6,7,2,3,5,1,5,1,5,5,4,7,6,7,1,1,2,2,1,1,1,Warrior Guild,36,2,3,5,1,6,4
male,CA,22,40000,4,3,4,4,7,4,7,5,4,5,7,5,6,5,7,5,4,2,2,7,2,7,5,3,5,1,6,5,2,7,2,2,2,7,5,7,5,7,6,6,Evercrest,47,6,1,4,5,3,2
female,AZ,24,51000,3,3,2,1,3,2,1,3,5,4,2,2,3,2,2,3,6,4,3,6,5,3,4,6,1,1,2,1,2,7,5,7,6,1,2,3,2,4,3,1,Seraph Guardians,39,2,3,6,1,4,5
female,KS,23,34000,2,3,4,4,5,5,5,6,4,4,2,4,5,4,6,5,3,3,4,4,3,5,5,5,5,5,4,5,5,1,5,5,5,7,6,4,4,3,3,5,Evercrest,43,3,4,1,2,6,5
male,IL,18,13000,4,4,3,6,7,6,2,4,7,3,4,4,3,4,2,3,7,5,5,7,5,2,5,7,1,3,3,3,2,6,4,5,6,2,2,4,5,2,3,5,Warrior Guild,24,1,3,5,2,6,4
male,NH,21,34000,6,4,3,5,3,2,5,2,5,4,2,3,2,1,2,5,4,1,3,4,3,5,2,4,5,4,5,2,4,2,4,3,3,4,3,6,3,2,4,3,Seraph Guardians,38,1,3,5,2,4,6
male,OR,39,69000,5,5,3,5,1,2,4,1,5,3,1,3,3,3,5,4,3,4,3,4,3,4,4,4,4,3,2,2,3,4,5,3,5,2,5,5,3,2,2,3,Evercrest,,1,2,5,4,3,6
male,AL,26,40000,5,3,3,6,3,6,4,4,3,5,4,4,2,5,4,2,7,7,3,7,2,2,2,5,3,5,4,3,5,5,7,5,5,1,1,5,3,3,3,2,Evercrest,48,1,3,5,2,4,6
female,CO,22,26000,4,7,1,3,4,5,4,4,2,7,4,5,5,5,1,7,4,7,2,3,2,3,6,3,4,2,3,6,2,3,5,5,6,3,2,3,1,6,1,1,Warrior Guild,39,5,1,6,4,3,2
female,TX,29,44000,4,6,1,5,5,6,5,6,3,4,3,4,4,2,1,6,4,6,4,3,3,3,3,3,4,1,4,5,3,5,5,6,5,2,1,3,3,2,2,1,Seraph Guardians,41,5,1,6,2,3,4
male,AR,28,66000,6,2,1,4,7,6,5,6,1,2,3,4,4,2,1,5,5,7,3,2,2,3,2,3,4,3,4,2,1,4,7,6,4,1,1,4,2,3,1,1,Warrior Guild,50,3,1,5,2,4,6
male,GA,56,114000,4,4,5,2,7,4,4,5,2,5,5,7,6,7,2,6,5,2,1,4,2,5,6,1,3,1,3,7,1,4,2,1,2,4,3,4,4,6,5,4,Evercrest,78,5,1,4,6,3,2
male,NV,22,44000,3,5,1,3,5,4,1,2,3,6,3,3,4,3,1,7,4,5,2,2,2,2,4,3,1,3,1,4,1,3,6,6,5,2,2,2,1,5,4,1,Evercrest,27,3,1,6,5,4,2
female,CA,21,52000,6,3,2,7,5,5,5,3,2,6,5,6,4,3,3,7,2,4,4,3,4,6,7,3,6,1,6,7,2,3,4,2,1,3,6,4,5,4,4,4,Warrior Guild,47,5,1,3,6,4,2
male,IA,27,56000,1,6,5,2,3,4,3,5,4,4,5,7,4,5,1,7,4,3,2,4,2,4,3,3,2,4,1,4,5,4,5,4,3,3,3,2,3,7,2,4,Seraph Guardians,60,6,1,5,4,3,2
female,OH,23,42000,7,3,2,7,7,6,6,6,4,1,3,3,7,4,4,1,4,1,4,4,6,6,5,3,5,2,6,4,2,3,2,3,1,5,5,5,4,4,5,5,Warrior Guild,56,5,1,2,6,4,3
nonbinary,PA,27,59000,4,5,2,2,4,4,2,4,1,4,1,3,5,3,2,3,5,1,4,6,1,3,4,2,5,5,5,3,3,4,2,1,3,2,3,6,4,3,4,1,Warrior Guild,47,6,1,4,5,3,2
male,OH,21,20000,3,3,6,2,6,7,2,6,1,4,6,5,5,7,3,4,3,4,6,5,4,3,5,4,2,4,3,6,4,4,5,5,4,5,6,3,3,7,5,3,Warrior Guild,35,4,2,3,5,6,1
male,KY,65,41000,2,6,3,3,4,4,5,5,3,4,6,5,5,6,3,4,4,2,3,6,1,5,7,2,3,3,2,6,3,5,3,2,2,4,4,3,6,5,4,3,Seraph Guardians,55,6,1,3,5,4,2
male,WA,35,173000,4,4,7,3,6,5,3,7,5,2,4,6,4,4,6,5,5,3,4,5,3,4,3,5,4,4,4,4,1,6,4,4,3,5,7,2,5,5,7,7,Seraph Guardians,79,4,2,3,5,6,1
male,NH,23,37000,4,2,2,5,5,5,3,4,6,2,5,5,4,4,2,1,5,4,4,5,5,2,5,3,3,5,3,4,6,6,4,4,3,3,4,4,4,4,2,3,Seraph Guardians,38,1,4,3,2,6,5
male,IL,22,47000,5,4,5,4,5,5,5,4,3,4,2,4,4,4,6,3,5,4,5,5,6,5,3,4,4,3,4,4,6,7,4,5,5,4,4,5,1,4,3,3,Warrior Guild,39,3,2,6,1,5,4
female,CT,24,38000,7,3,5,6,5,6,6,6,5,2,2,7,7,7,5,2,4,5,3,4,5,6,4,6,6,5,5,7,5,5,3,5,6,6,4,7,6,3,5,7,Warrior Guild,58,3,1,2,4,6,5
male,OK,23,15000,3,4,3,3,5,6,2,6,4,4,3,5,4,6,1,5,7,7,1,6,6,5,4,5,2,1,2,4,2,7,6,7,7,1,2,3,2,4,3,2,Warrior Guild,31,2,3,6,1,4,5
male,MI,23,32000,3,2,2,4,6,5,3,7,3,3,3,1,4,2,2,3,6,2,4,4,4,4,3,5,4,7,5,1,7,5,3,3,3,2,1,4,1,2,2,1,Warrior Guild,38,4,2,3,1,6,5
male,FL,18,15000,5,4,4,7,5,5,5,5,4,6,3,2,4,5,4,6,4,4,2,4,2,6,4,2,7,1,7,5,2,3,3,4,4,4,4,7,4,5,4,4,Warrior Guild,25,5,1,4,6,2,3
female,CA,19,17000,5,1,5,5,2,3,4,1,4,1,4,2,2,4,5,3,5,4,4,3,3,5,2,5,5,4,6,2,4,5,4,3,6,3,4,6,2,6,3,6,Evercrest,32,2,3,4,1,5,6
male,PA,20,25000,4,4,3,2,3,3,3,2,2,2,5,4,6,6,4,3,5,5,3,4,6,2,5,5,1,4,5,4,3,4,4,4,6,2,2,2,3,4,4,3,Warrior Guild,33,2,3,6,1,5,4
male,VA,52,180000,6,7,2,3,6,5,4,4,2,3,5,4,6,5,4,5,3,2,2,5,2,3,4,2,3,1,4,4,1,4,1,2,2,4,3,3,2,3,4,3,Seraph Guardians,68,5,1,4,6,3,2
female,WA,39,118000,7,5,2,6,1,1,3,1,4,6,1,1,1,1,5,6,2,2,1,1,2,4,1,1,3,4,4,1,5,2,3,2,1,5,7,4,2,2,1,4,Seraph Guardians,77,3,1,4,6,2,5
male,TN,22,41000,3,1,2,1,4,2,5,3,5,1,4,1,2,3,4,1,7,6,4,7,6,4,2,7,3,3,3,1,6,7,6,5,3,5,4,3,2,4,2,3,Warrior Guild,41,2,5,4,1,3,6
female,CA,25,68000,6,5,3,4,4,4,4,4,3,5,5,3,4,4,3,7,3,4,1,3,5,6,3,5,5,1,5,3,2,2,2,2,3,3,1,6,4,5,2,3,Seraph Guardians,48,6,1,5,4,2,3
female,NC,24,37000,4,5,4,6,7,6,6,7,4,3,4,5,5,6,4,4,5,6,3,4,4,5,3,4,5,3,6,6,4,6,4,6,6,3,5,4,4,3,3,4,Seraph Guardians,42,4,1,2,5,6,3
male,NJ,18,18000,2,4,5,1,2,4,1,4,6,3,3,5,4,2,4,2,6,4,6,5,6,3,3,7,2,6,3,4,5,6,2,4,4,2,3,2,3,3,6,4,Evercrest,32,2,5,3,1,6,4
male,TX,23,28000,2,7,4,1,2,3,2,3,3,7,2,1,2,2,4,6,4,2,3,6,4,1,2,3,2,4,1,1,3,5,3,5,4,1,2,2,2,2,4,1,Warrior Guild,34,1,4,6,2,3,5
male,WI,27,68000,6,2,3,6,6,4,7,7,3,4,5,5,6,6,4,2,4,4,5,4,3,7,5,3,7,5,7,6,7,5,5,4,3,5,3,6,5,3,5,5,Seraph Guardians,76,5,1,2,3,4,6
male,MI,28,86000,6,4,2,7,4,3,7,4,2,6,4,6,4,2,3,3,5,1,3,3,3,4,4,3,6,2,6,3,1,4,2,2,1,5,5,7,1,3,2,5,Warrior Guild,67,5,1,4,6,2,3
male,MO,23,55000,7,3,2,6,2,1,5,3,5,3,4,2,5,2,4,3,4,3,4,4,3,5,5,5,6,7,4,3,4,3,4,3,3,5,3,6,2,5,4,3,Seraph Guardians,44,2,1,4,3,5,6
male,FL,24,55000,5,4,2,5,1,3,4,1,5,5,1,3,1,3,2,4,5,3,5,4,3,4,1,5,3,1,5,1,4,6,5,4,2,3,1,4,2,3,2,2,Evercrest,46,1,4,5,2,3,6
female,TX,20,26000,5,6,4,4,4,3,4,3,5,7,3,5,5,3,1,7,4,4,3,4,7,2,3,4,4,4,3,4,2,2,5,3,4,1,2,4,4,1,6,1,Evercrest,30,2,1,6,5,3,4
male,CA,32,87000,3,5,5,3,6,7,4,6,4,4,6,6,5,7,6,4,6,2,4,6,2,3,7,3,3,3,3,7,1,6,5,3,3,5,3,3,5,6,4,5,Warrior Guild,,4,2,3,6,5,1
female,WY,34,58000,3,4,3,4,5,4,3,4,3,2,1,5,4,3,4,3,1,3,6,3,3,4,4,4,4,4,5,3,5,2,3,4,7,6,4,5,2,1,1,4,Evercrest,61,4,2,1,3,6,5
male,AZ,39,119000,3,5,5,5,3,3,3,4,3,4,3,3,1,3,3,4,1,4,4,3,4,2,3,4,4,6,3,3,5,3,3,3,2,2,1,1,5,2,4,1,Evercrest,,3,1,2,4,6,5
male,OH,23,47000,4,1,6,5,6,7,3,6,3,3,1,5,5,6,6,2,3,2,7,5,4,5,5,5,3,7,3,5,6,3,2,4,4,4,4,6,5,2,7,2,Evercrest,56,2,4,1,3,6,5
female,VA,22,27000,1,7,2,2,3,4,3,5,3,7,1,1,3,2,2,7,3,4,3,3,4,1,4,3,1,2,2,3,2,3,3,5,4,3,2,1,2,3,4,1,Seraph Guardians,46,3,1,6,5,4,2
male,VA,19,26000,1,2,3,3,2,3,4,1,6,3,5,2,2,3,5,5,6,4,5,7,7,2,5,7,1,2,1,4,2,6,6,5,6,5,4,2,4,5,3,5,Warrior Guild,40,1,5,6,2,4,3
female,TX,21,44000,7,4,5,5,6,4,4,5,6,3,3,5,5,6,4,3,6,5,6,7,5,3,5,6,4,7,6,5,4,7,5,4,3,3,6,4,4,2,4,3,Warrior Guild,57,1,3,4,2,6,5
female,FL,28,50000,4,1,3,7,4,2,7,4,5,1,3,3,3,1,3,2,3,3,4,5,5,3,5,7,3,6,4,3,7,7,2,3,3,3,2,5,2,4,2,2,Evercrest,41,1,3,4,2,5,6
female,TX,27,66000,4,5,5,3,6,5,4,4,3,6,5,4,5,5,4,6,3,3,1,3,4,5,4,3,5,1,6,7,1,3,4,3,2,6,3,4,1,2,4,4,Warrior Guild,53,6,1,4,5,3,2
male,WI,28,57000,3,5,3,2,5,6,3,7,4,3,2,7,7,6,2,3,2,3,6,1,5,2,7,6,3,6,3,7,4,3,3,4,3,2,3,4,5,1,3,4,Seraph Guardians,51,5,2,1,4,6,3
